Question,F_statistic,p_value
Q2,31.740308705567507,1.1101026677665625e-30
Q3,5.5107709775993206,4.959542441597612e-05
Q4,12.1432967125826,1.554966206182054e-11
Q7,11.869888100018539,2.900384721154637e-11
Q20,0.7963674866272925,0.5522381685305513
Q30,2.372980987113711,0.03723689031504251
